Time	AcqTime	AMB_Humidity	AMB_Pressure	AMB_Temperature	GPS_Altitude	GPS_GroundSpeed	GPS_Latitude	GPS_Longitude	GPS_ModeIndicator	GPS_Quality	GPS_Satellites	GPS_Separation	GPS_TrueCourse	GPS_UTCTime	OBD_Absolute_load_value_(PID_67)	OBD_Accelerator_Pedal_Position_D_(PID_73)	OBD_Calculated_engine_load_value_(PID_4)	OBD_Engine_Coolant_Temperature_(PID_5)	OBD_Vehicle_Speed_(PID_13)	OBD_Engine_RPM_(PID_12)
1735000	2436,995	30,047	959,8336	7,7495	480,5	46,6	47,0867	15,494	0	2	9	43,7	21,7	114918	86,2866	43,5231	51,3808	85	47,0022	2173,5275
1735500	2437,495	30,047	959,8336	7,7495	480,5018	46,6	47,0867	15,494	0	2	9	43,7	21,7	114918,0022	87,464	43,5231	52,5557	85	48	2186,0559
1736000	2437,995	30,047	959,8336	7,7495	481,2998	46,6	47,0868	15,4941	0	2	9	43,7	21,7	114918,9998	89,029	43,5231	52,9469	85	48	2211,4938
1736500	2438,495	30,023	959,3537	7,7495	481,3	48,1996	47,0868	15,4941	0	2	9	43,7	22,8997	114919	89,8136	43,5231	53,7312	85	48,9998	2234,9943
1737000	2438,995	30,047	959,5935	7,7495	482,3997	49,0998	47,0869	15,4941	0	2	9	43,7	23,9997	114919,9998	90,9901	42,7391	51,7709	85	49	2265,4926
1737500	2439,495	30,023	959,8335	7,7207	482,4	49,1	47,0869	15,4941	0	2	9	43,7	24	114920	82,7562	41,9549	49,0257	85	49,9998	2284,9952
1738000	2439,995	30,047	959,1137	7,7494	483,4997	49,5999	47,087	15,4942	0	2	9	43,7	25,5996	114920,9998	78,0489	40,7787	46,2803	85	50	2288,999
1738500	2440,495	30,095	959,5934	7,7207	483,5	49,6	47,087	15,4942	0	2	9	43,7	25,6	114921	78,0478	40,7784	46,2796	85	50	2304,9961
1739000	2440,995	30,071	959,3541	7,7207	484,398	50,3982	47,0871	15,4943	0	2	9	43,7	27,5956	114921,9978	78,0478	40,7784	46,2796	85,9978	50,9978	2323,9583
1739500	2441,495	30,095	959,3535	7,7207	484,4	50,4	47,0871	15,4943	0	2	9	43,7	27,6	114922	78,832	40,7784	46,6717	86	51	2331,998
1740000	2441,995	30,095	959,3535	7,6919	485,4997	50,4	47,0872	15,4944	0	2	9	43,7	27,6	114922,9998	79,2243	40,7784	47,0639	86	51	2353,4948
1740500	2442,495	30,071	959,593	7,6919	485,5	50,6993	47,0872	15,4944	0	2	9	43,7	29,9947	114923	64,7448	38,8222	38,4545	86	51,9978	2352,5022
1741000	2442,995	30,071	959,1137	7,6919	486,5997	50,7	47,0873	15,4945	0	2	9	43,7	30	114923,9998	59,6156	37,6419	35,6909	86	51,0002	2352,0001
1741500	2443,495	30,071	959,1136	7,7206	486,6	51,0999	47,0873	15,4945	0	2	9	43,7	31,4996	114924	60,0065	37,6416	34,906	86,9998	51	2352,4999
1742000	2443,995	30,095	959,3535	7,6919	487,5998	51,1	47,0875	15,4946	0	2	9	43,7	31,5	114924,9998	32,5593	31,3695	19,2216	87	51	2308,0109
1742500	2444,495	30,071	959,1136	7,7206	487,6	51,6999	47,0875	15,4946	0	2	9	43,7	31,8999	114925	32,1605	31,368	19,2178	87	50,0002	2290,0044
1743000	2444,995	30,047	958,8736	7,6631	488,6997	51,7	47,0876	15,4947	0	2	9	43,7	31,9	114925,9998	33,7288	31,368	20,002	87	49,0002	2233,0139
1743500	2445,495	30,071	958,8735	7,6631	488,7	50,8002	47,0876	15,4947	0	2	9	43,7	31,9	114926	33,7292	31,368	20,0022	87	48,0002	2206,0066
1744000	2445,995	30,071	958,8735	7,6631	489,7997	50,8	47,0877	15,4948	0	2	9	43,7	31,9	114926,9998	33,7292	31,368	20,0022	87	47,0002	2151,5133
1744500	2446,495	30,095	958,6336	7,6343	489,8	48,7005	47,0877	15,4948	0	2	9	43,7	34,9992	114927	35,2976	31,76	21,5706	87	46,0002	2120,5076
1745000	2446,995	30,095	958,8735	7,663	490,6998	46,9004	47,0878	15,4949	0	2	8,0002	43,7	41,1985	114927,9998	41,1796	33,7201	25,0999	87	46	2102,5044
1745500	2447,495	30,095	958,6336	7,6918	490,7	46,9	47,0878	15,4949	0	2	8	43,7	41,2	114928	49,0231	35,6806	29,4139	87	45,0002	2101,0004
1746000	2447,995	30,071	958,3941	7,6344	491,3985	46,9	47,0878	15,495	0	2	8,9978	43,7	41,2	114928,9978	49,025	35,6811	29,415	87	45,9978	2099,0044
1746500	2448,495	30,071	958,6335	7,663	491,4	46,3001	47,0878	15,495	0	2	9	43,7	49,0981	114929	48,2408	35,6811	29,0229	87	46	2095,001
1747000	2448,995	30,047	958,6335	7,6631	491,8999	46,3	47,0879	15,4951	0	2	9	43,7	49,1	114929,9998	48,2406	36,0731	29,807	87	46	2106,4972
1747500	2449,495	30,071	958,8735	7,6631	491,9	46,4	47,0879	15,4951	0	2	9	43,7	58,0978	114930	51,3774	36,8572	31,3756	87	46	2123,4958
1748000	2449,995	30,095	958,6336	7,6343	492,1999	46,4	47,088	15,4953	0	2	9	43,7	58,1	114930,9998	58,8282	38,0334	35,297	87	46,9998	2157,4917
1748500	2450,495	30,071	958,6335	7,6343	492,2	46,5999	47,088	15,4953	0	2	9	43,7	65,2982	114931	63,9274	38,4257	38,4348	87	47,9998	2188,9923
1749000	2450,995	30,095	958,6335	7,663	492,3999	47,4998	47,088	15,4955	0	2	9	43,7	74,6977	114931,9998	64,7128	38,4258	38,4356	87	48,9998	2244,9863
1749500	2451,495	30,047	958,6335	7,6343	492,4	47,5	47,088	15,4955	0	2	9	43,7	74,7	114932	64,3209	38,4258	38,4356	87	49,9998	2300,4865
1750000	2451,995	30,071	958,6335	7,663	492,5	46,7002	47,088	15,4956	0	2	9	43,7	81,5983	114932,9998	64,7129	38,0338	38,4356	87	50,9998	2315,4963
1750500	2452,495	30,071	958,6335	7,6343	492,5	46,7	47,088	15,4956	0	2	9	43,7	81,6	114933	16,4842	20,7855	9,0278	87	51,9998	2348,4919
1751000	2452,995	30,0232	958,6335	7,6916	492,4004	46,7	47,0881	15,4958	0	2	9	43,7	81,6	114933,9959	16,863	14,5336	10,5829	86,0041	51,0041	1813,7201
1751500	2453,495	30,095	958,6335	7,6055	492,4	51,4988	47,0881	15,4958	0	2	9	43,7	86,3988	114934	17,6488	14,8997	12,942	86	51	1450,0886
1752000	2453,995	30,095	958,6335	7,663	492,3	51,9999	47,0881	15,496	0	2	9	43,7	89,5992	114934,9998	14,1201	23,1319	9,4137	86	50,0002	1616,9592
1752500	2454,495	29,999	958,8735	7,6631	492,3	52	47,0881	15,496	0	2	9	43,7	89,6	114935	15,2955	23,1339	9,8049	86	50	1773,4618
1753000	2454,995	29,999	958,3936	7,6631	492,2	51,1002	47,0881	15,4962	0	2	9	43,7	91,0996	114935,9998	16,8642	25,4859	10,9813	86	50	1765,0021
1753500	2455,495	29,975	958,6335	7,6631	492,2	51,1	47,0881	15,4962	0	2	9	43,7	91,1	114936	16,8646	25,4865	10,5895	86	50	1761,001
1754000	2455,995	29,975	958,8735	7,6631	491,9001	51,1	47,0881	15,4964	0	2	9	43,7	91,1	114936,9998	16,8646	25,8785	10,9815	86	50	1748,0032
1754500	2456,495	30,0228	958,6345	7,6631	491,9	52,0959	47,0881	15,4964	0	2	9	43,7	89,905	114937	17,2552	14,5547	10,591	85,0041	50	1747,0041
1755000	2456,995	29,999	958,3936	7,6631	491,7001	52,1	47,0881	15,4966	0	2	9	43,7	89,9	114937,9998	16,4726	14,5077	10,5894	85	49,0002	1731,5038
1755500	2457,495	30,023	958,6335	7,6631	491,7	52,5999	47,0881	15,4966	0	2	9	43,7	87,9005	114938	17,2566	14,5077	10,9815	85	49	1730,5002
1756000	2457,995	29,999	958,3936	7,6631	491,4001	52,6	47,0881	15,4967	0	2	9	43,7	87,9	114938,9998	17,2568	14,5077	10,9816	85	48,0002	1721,0023
1756500	2458,495	30,023	958,8734	7,6918	491,4	52,8	47,0881	15,4967	0	2	9	43,7	85,9005	114939	17,2568	14,5077	11,3737	85	48,9998	1714,0017
1757000	2458,995	29,951	958,8735	7,6343	491,0001	52,8	47,0881	15,4969	0	2	9	43,7	85,9	114939,9998	17,2568	14,5077	10,9817	85	49	1704,0024
1757500	2459,495	29,951	958,6336	7,6055	491	49,3009	47,0881	15,4969	0	2	9	43,7	84,7003	114940	17,6489	14,5077	11,3737	85	49	1710,4984
1758000	2459,995	29,951	958,6335	7,663	490,4001	49,3	47,0881	15,4971	0	2	9	43,7	84,7	114940,9998	16,4727	18,0357	10,9817	85	49	1715,9987
1758500	2460,495	29,951	958,8725	7,6344	490,4	50,8934	47,0881	15,4971	0	2	9	43,7	84,3017	114941	16,863	21,5509	10,591	85	49	1728,4483
1759000	2460,995	29,975	958,8735	7,663	489,7002	50,9	47,0881	15,4973	0	2	9	43,7	84,3	114941,9998	16,0804	24,3095	10,5894	85	49	1740,4971
1759500	2461,495	29,975	958,6345	7,6057	489,7	49,207	47,0881	15,4973	0	2	9	43,7	83,3041	114942	18,4237	26,2626	12,1517	85	49	1726,5579
1760000	2461,995	29,975	958,8735	7,6055	489,1002	49,2	47,0881	15,4975	0	2	9	43,7	83,3	114942,9998	22,3544	28,2307	14,5108	85	49	1742,4961
1760500	2462,495	29,951	958,8735	7,6055	489,1	49,4	47,0881	15,4975	0	2	9	43,7	78,6011	114943	27,0607	29,7992	18,0403	85	49,9998	1749,9982
1761000	2462,995	29,9989	958,8735	7,6342	488,6011	49,4	47,0881	15,4976	0	2	9	43,7	78,6	114943,9978	39,1933	33,3208	23,52	84,0022	50	1759,9781
1761500	2463,495	30,023	959,3534	7,5767	488,6	49,0001	47,0881	15,4976	0	2	9	43,7	69,7022	114944	41,1805	33,3285	26,2767	84	50	1771,4972
1762000	2463,995	29,9991	958,8755	7,5767	488,4008	49	47,0882	15,4978	0	2	9	43,7	69,7	114944,9959	40,0093	33,3285	25,8868	84	50	1763,5331
1762500	2464,495	29,999	958,8735	7,6054	488,4	48,7001	47,0882	15,4978	0	2	9	43,7	60,6022	114945	40,0044	33,3285	25,4931	84	50	1779,4961
1763000	2464,995	30,023	958,874	7,5767	488,4	48,7046	47,0883	15,498	0	2	9	43,7	60,5855	114946	38,0425	32,9373	24,3155	84	51	1778,0341
1763500	2465,495	30,0229	959,113	7,5767	488,4	50,8	47,0883	15,498	0	2	9	43,7	54	114946,0022	37,6503	33,3285	23,9242	84	51	1793,489
1764000	2465,995	29,9989	958,8735	7,5767	488,4	50,7976	47,0883	15,4981	0	2	9	43,7	53,9901	114947	37,259	33,3285	23,9242	83,9978	51	1788,5088
1764500	2466,495	29,975	958,8735	7,5767	488,4	49,7035	47,0883	15,4981	0	2	9	43,7	49,4941	114947,0022	37,2521	33,3251	23,919	83	51	1792,5
1765000	2466,995	29,9991	958,8735	7,6054	488,4	51,3	47,0884	15,4982	0	2	9	43,7	46,8	114948	34,1171	31,7601	21,5693	83	51	1792,5077
1765500	2467,495	30,047	958,8735	7,5767	488,4	51,3	47,0884	15,4982	0	2	9	43,7	46,8	114948	32,1609	31,7601	20,7868	83	51	1795,9991
1766000	2467,995	29,9991	958,8735	7,6055	488,4	51,3002	47,0885	15,4984	0	2	9	43,7	46,7961	114949	32,9439	31,7592	21,1779	83	51	1794,9858
1766500	2468,495	30,071	958,8735	7,6055	488,4	51,4	47,0885	15,4984	0	2	9	43,7	45,0004	114949	32,5527	31,3681	20,7867	83	51	1788,5016
1767000	2468,995	30,071	959,1135	7,6055	488,4	51,4	47,0886	15,4985	0	2	9	43,7	45	114949,9998	32,1605	31,368	20,7866	83	51	1795,4983
1767500	2469,495	30,071	959,1136	7,5767	488,4	51,4	47,0886	15,4985	0	2	9	43,7	43,5004	114950	32,5525	31,368	20,7866	83	51	1808,4968
1768000	2469,995	30,071	958,6336	7,6054	488,5	51,4	47,0887	15,4986	0	2	9	43,7	43,5	114950,9998	32,1605	31,368	20,3945	83	51,9998	1809,4998
1768500	2470,495	30,095	958,8735	7,5767	488,5	51,4	47,0887	15,4986	0	2	9	43,7	41,2006	114951	32,1604	31,368	20,7865	83	51,0002	1816,4983
1769000	2470,995	30,095	958,6336	7,6054	488,2001	52,1998	47,0888	15,4988	0	2	9	43,7	41	114951,9998	33,7288	32,152	21,5708	83	51,9998	1810,0016
1769500	2471,495	30,0711	959,1116	7,5768	488,2	52,2	47,0888	15,4988	0	2	9	43,7	41	114952	37,635	33,3236	24,3051	83	52	1810
1770000	2471,995	30,071	958,6336	7,5767	488,2	50,3005	47,0889	15,4989	0	2	9	43,7	40,1002	114952,9998	38,8275	33,7205	24,7085	83	52	1818,9978
1770500	2472,495	30,095	958,8735	7,6054	488,2	50,3	47,0889	15,4989	0	2	9	43,7	40,1	114953	38,8278	33,7206	25,1007	83	52	1819,4999
1771000	2472,995	30,119	958,8735	7,6055	488,5999	50,3	47,089	15,499	0	2	9	43,7	40,1	114953,9998	39,612	33,7206	25,885	83	52	1827,498
1771500	2473,495	30,119	958,8735	7,5767	488,6	51,0998	47,089	15,499	0	2	9	43,7	41,8996	114954	40,3964	33,7206	25,8852	83	52	1827,9999
1772000	2473,995	30,119	959,1135	7,5767	488,7	52,4997	47,0891	15,4991	0	2	9	43,7	44,3994	114954,9998	39,6124	33,7206	25,4931	83	52	1830,4994
1772500	2474,495	30,143	959,1136	7,6054	488,7	52,5	47,0891	15,4991	0	2	9	43,7	44,4	114955	39,2201	33,7206	25,493	83	52	1834,9989
1773000	2474,995	30,119	958,8736	7,5767	488,6	52,8999	47,0892	15,4993	0	2	9	43,7	47,3993	114955,9998	37,6516	33,3286	24,3167	83	52	1836,4996
1773500	2475,495	30,119	958,6336	7,5767	488,6	52,9	47,0892	15,4993	0	2	9	43,7	47,4	114956	37,2591	33,3285	23,9243	83	52	1845,9977
1774000	2475,995	30,119	958,8735	7,5767	488,7	52,9	47,0893	15,4994	0	2	9	43,7	48,2998	114956,9998	37,6511	33,3285	24,3163	83	52	1844,5004
1774500	2476,495	30,119	958,8735	7,6054	488,7	52,9	47,0893	15,4994	0	2	9	43,7	48,3	114957	31,7696	31,3685	20,0033	83	52	1844,5
1775000	2476,995	30,143	959,1135	7,6055	488,7	54,0997	47,0894	15,4996	0	2	9	43,7	50,0996	114957,9998	30,5919	31,368	19,6101	83	52	1834,0026
1775500	2477,495	30,119	958,8736	7,6055	488,7	54,1	47,0894	15,4996	0	2	9	43,7	50,1	114958	31,3758	31,368	20,0021	83	52	1825,0022
1776000	2477,995	30,167	959,1135	7,5191	489,1999	54,1	47,0894	15,4997	0	2	9	43,7	50,1	114958,9998	31,7681	31,368	20,3943	83	52	1817,5018
1776500	2478,495	30,143	958,8736	7,5478	489,2	52,8003	47,0894	15,4997	0	2	9	43,7	52,4994	114959	31,7682	31,368	20,3944	83	51,0002	1812,5012
1777000	2478,995	30,167	958,8735	7,5478	489,3	52,8	47,0895	15,4999	0	2	9	43,7	52,5	114999,99	32,5524	31,76	20,7865	83	51	1806,0016
1777500	2479,495	30,167	958,8735	7,5191	489,3	52,2001	47,0895	15,4999	0	2	9	43,7	53,7997	115000	33,3368	32,1521	21,5708	83	51	1800,5013
1778000	2479,995	30,167	958,6336	7,5478	489,4	52,2	47,0896	15,5	0	2	9	43,7	53,8	115000,9998	33,337	32,1522	21,571	83	51	1796,0011
1778500	2480,495	30,167	958,8735	7,5478	489,4	51,6001	47,0896	15,5	0	2	9	43,7	56,8992	115001	34,1212	32,1522	21,9631	83	51	1787,5021
1779000	2480,995	30,167	958,6336	7,5478	489,5	51,6	47,0897	15,5002	0	2	9	43,7	56,9	115001,9998	34,9056	32,1522	22,3553	83	51	1788,4998
1779500	2481,495	30,167	958,6335	7,5191	489,5	51,3001	47,0897	15,5002	0	2	9	43,7	60,3991	115002	34,5137	32,1522	21,9633	83	51	1789,9996
1780000	2481,995	30,167	958,6335	7,5478	489,6	51,3	47,0897	15,5003	0	2	9	43,7	60,4	115002,9998	34,1215	32,1522	21,9632	83	51	1786,5009
1780500	2482,495	30,215	959,1134	7,5478	489,6	51,0001	47,0897	15,5003	0	2	9	43,7	62,5995	115003	30,2004	31,7602	19,2185	83	51	1776,0026
1781000	2482,995	30,191	958,8736	7,4615	489,7	51	47,0898	15,5005	0	2	9	43,7	62,6	115003,9998	28,631	30,1921	18,4336	83,9998	50,0002	1773,5006
1781500	2483,495	30,191	958,6336	7,4614	489,7	50,7001	47,0898	15,5005	0	2	9	43,7	62,4001	115004	20,3964	27,0557	14,9045	84	50	1771,0006
1782000	2483,995	30,191	958,6335	7,4902	489,8	50,7	47,0899	15,5007	0	2	9	43,7	62,4	115004,9998	20,3944	27,0549	12,9431	84	50	1758,5031
1782500	2484,495	30,191	958,6335	7,519	489,8	50,6	47,0899	15,5007	0	2	9	43,7	62,2	115005	20,3944	26,6629	12,9426	84	50	1752,0016
1783000	2484,995	30,191	958,6335	7,4615	489,9	50,6	47,0899	15,5008	0	2	9	43,7	62,2	115005,9998	20,7865	26,6628	13,7268	84	49,0002	1737,5035
1783500	2485,495	30,191	959,1134	7,4614	489,9	50,2001	47,0899	15,5008	0	2	9	43,7	63,8996	115006	20,3945	26,2708	13,3349	84	49	1731,0016
1784000	2485,995	30,215	958,8736	7,4902	490	50,2	47,09	15,501	0	2	9	43,7	63,9	115006,9998	20,7865	26,6627	13,7269	84	49	1720,5026
1784500	2486,495	30,215	958,6359	7,5188	490	50,2	47,09	15,501	0	2	9	43,7	66,1772	115007	25,4463	29,3803	16,8335	84	48,0099	1703,1735
1785000	2486,995	30,215	959,1134	7,4903	490	50	47,09	15,5012	0	2	8,0002	43,7	70,6989	115007,9998	32,5509	30,9755	20,7856	84	48	1687,5038
1785500	2487,495	30,215	958,8736	7,4615	490	50	47,09	15,5012	0	2	8	43,7	70,7	115008	36,8657	31,7599	23,9234	84	48	1677,0026
1786000	2487,995	30,215	958,6336	7,519	490,2	50	47,09	15,5013	0	2	8,9998	43,7	70,7	115008,9998	37,2589	31,7601	24,3163	84	48	1673,001
1786500	2488,495	30,215	958,8735	7,4903	490,2	48,5004	47,09	15,5013	0	2	9	43,7	78,0982	115009	37,259	31,7601	23,9243	84	48	1671,5004
1787000	2488,995	30,215	959,1135	7,4902	490,1	49,0999	47,09	15,5015	0	2	8,0002	43,7	94,7959	115009,9998	36,8669	31,7601	23,9242	84	47,0002	1665,0016
1787500	2489,495	30,215	958,8736	7,4615	490,1	49,1	47,09	15,5015	0	2	8	43,7	94,8	115010	36,8668	31,7601	23,9242	84	47	1661,001
1788000	2489,995	30,215	958,8735	7,4902	490,2	47,8003	47,09	15,5017	0	2	8,9998	43,7	87,2019	115010,9998	37,651	32,1521	24,3163	84	47	1661
1788500	2490,495	30,215	958,6336	7,519	490,2	47,8	47,09	15,5017	0	2	9	43,7	87,2	115011	46,2775	34,1122	30,198	84	47	1651,5023
1789000	2490,995	30,215	958,3936	7,4903	490,3	47,2001	47,0901	15,5019	0	2	9	43,7	84,5007	115011,9998	49,0243	34,8967	31,7678	84	47	1659,9979
1789500	2491,495	30,215	958,6335	7,4615	490,3	47,2	47,0901	15,5019	0	2	9	43,7	84,5	115012	49,025	35,2889	32,1603	84	47	1667,4982
1790000	2491,995	30,239	958,8735	7,4327	490,5	47,2	47,0901	15,502	0	2	9	43,7	77,5017	115012,9998	48,2408	35,289	31,7683	84	47	1675,9979
1790500	2492,495	30,239	958,6336	7,4902	490,5	47,2	47,0901	15,502	0	2	9	43,7	77,5	115013	48,6327	35,289	31,3761	84	47	1665,0027
1791000	2492,995	30,263	958,6335	7,4902	490,7	47,3	47,0901	15,5022	0	2	9	43,7	67,4025	115013,9998	48,2407	34,897	31,376	84	47	1662,5006
1791500	2493,495	30,239	958,6335	7,4615	490,7	47,3	47,0901	15,5022	0	2	9	43,7	67,4	115014	47,8485	34,8969	31,376	84	47	1669,9982
1792000	2493,995	30,239	958,8725	7,4902	490,9	47,3002	47,0902	15,5024	0	2	9	43,7	67,3798	115015	47,8467	34,8969	30,9829	84	48	1666,5351
1792500	2494,495	30,239	958,3936	7,4902	490,9	47,4	47,0902	15,5024	0	2	9	43,7	58,2022	115015	47,0642	34,8969	30,5917	84	48	1682,4961
1793000	2494,995	30,239	958,8734	7,4615	491,1	47,4	47,0902	15,5025	0	2	9	43,7	58,2	115015,9998	45,4956	34,5049	29,4153	84	47,0002	1681,0004
1793500	2495,495	30,215	958,3936	7,4327	491,1	48,5997	47,0902	15,5025	0	2	9	43,7	50,9018	115016	46,2794	34,5048	30,1992	84	47	1667,5033
1794000	2495,995	30,2152	958,6325	7,4614	491,6	48,5985	47,0903	15,5026	0	2	9	43,7	50,9007	115017	48,6509	35,2907	32,1733	84	46,9978	1651,9857
1794500	2496,495	30,311	958,1541	7,4614	491,6009	47,9	47,0903	15,5026	0	2	9	43,7	51,2	115017,0022	56,8992	36,0792	38,0615	84,0022	46,0022	1645,4923
1795000	2496,995	30,3109	958,3941	7,4326	492	47,8998	47,0904	15,5028	0	2	9	43,7	51,2108	115018	70,6184	38,8239	46,2977	85	47	1641,9945
1795500	2497,495	30,287	958,6335	7,4327	492,0013	47,8	47,0904	15,5028	0	2	9	43,7	56,1	115018,0022	80,801	41,5652	54,5167	85	46,9978	1639,5176
1796000	2497,995	30,311	958,6319	7,4615	492,6	47,7998	47,0904	15,5029	0	2	9	43,7	56,1193	115019	84,329	42,7415	54,9114	85	46,0022	1647,5263
1796500	2498,495	30,311	957,9137	7,4902	492,6	47,7	47,0904	15,5029	0	2	9	43,7	64,8979	115019	87,0677	43,9149	56,4764	85	46,9998	1659,4971
1797000	2498,995	30,311	958,3934	7,4615	493,1999	47,7	47,0905	15,5031	0	2	9	43,7	64,9	115019,9998	83,9316	43,5232	54,1242	85	47	1677,9955
1797500	2499,495	30,287	957,9136	7,4327	493,2	47,4001	47,0905	15,5031	0	2	9	43,7	71,0985	115020	80,4019	42,7391	52,1631	85	47,9998	1698,495
1798000	2499,995	30,287	958,1535	7,4902	493,6999	48,1998	47,0905	15,5033	0	2	9	43,7	76,6986	115020,9998	79,2247	42,7389	50,9863	85	48,9998	1711,9967
1798500	2500,495	30,287	958,1535	7,4327	493,7	48,2	47,0905	15,5033	0	2	9	43,7	76,7	115021	78,0481	42,7389	50,5939	85	49	1723,4972
1799000	2500,995	30,4067	957,914	7,4039	494,1989	48,8985	47,0906	15,5034	0	2	9	43,7	79,4939	115021,9978	78,0478	42,7389	50,5938	85	49	1727,4912
1799500	2501,495	30,383	958,1535	7,3751	494,2	48,9	47,0906	15,5034	0	2	9	43,7	79,5	115022	77,6557	42,7389	50,2017	85	49	1733,9984
1800000	2501,995	30,359	958,1535	7,4038	494,7998	48,5001	47,0906	15,5036	0	2	9	43,7	80,5997	115022,9998	77,2635	42,7389	49,8095	85	49	1732,5004
1800500	2502,495	30,3829	958,1535	7,4326	494,8	48,5	47,0906	15,5036	0	2	9	43,7	80,6	115023	71,3933	41,1739	49,4181	85	49	1738,4868
1801000	2502,995	30,383	957,9136	7,4039	495,4998	48,5	47,0906	15,5038	0	2	8,0002	43,7	80,6	115023,9998	70,2041	41,1705	45,4962	85	49	1729,0023
1801500	2503,495	30,383	957,9135	7,4038	495,5	48,7999	47,0906	15,5038	0	2	8	43,7	80,8	115024	74,5169	41,5625	49,0241	85	49	1718,5026
1802000	2503,995	30,359	958,1535	7,4038	496,3998	49,5998	47,0906	15,504	0	2	8	43,7	81,6998	115024,9998	81,968	43,5226	52,946	85	48,0002	1711,0018
1802500	2504,495	30,383	957,9136	7,4038	496,4	49,6	47,0906	15,504	0	2	8	43,7	81,7	115025	85,8908	44,6991	56,0838	85	48	1701,0024
1803000	2504,995	30,383	957,6736	7,4326	497,4997	49,6	47,0906	15,5041	0	2	8,9998	43,7	82,6998	115025,9998	90,597	45,0914	58,8293	85	48	1698,0007
1803500	2505,495	30,383	956,9537	7,4039	497,5	49,6	47,0906	15,5041	0	2	9	43,7	82,7	115026	90,9903	45,0915	58,83	85	48	1694,5009
1804000	2505,995	30,359	957,4334	7,3751	498,7997	49,6	47,0906	15,5043	0	2	9	43,7	82,7	115026,9998	90,2062	44,6995	58,4379	85	48	1683,0028
1804500	2506,495	30,359	957,6734	7,4038	498,8	45,0011	47,0906	15,5043	0	2	9	43,7	81,7002	115027	87,8534	43,9154	58,0457	85	48	1688,4987
1805000	2506,995	30,383	957,1936	7,3751	500,1997	47,1995	47,0907	15,5045	0	2	8,0002	43,7	82,2999	115027,9998	86,2844	44,3072	55,693	85	48	1682,0016
1805500	2507,495	30,383	957,4335	7,375	500,2	47,2	47,0907	15,5045	0	2	8	43,7	82,3	115028	85,8919	43,9153	55,6924	85	48	1692,4974
1806000	2507,995	30,359	957,4335	7,375	501,2997	48,0998	47,0907	15,5047	0	2	8,9998	43,7	85,5992	115028,9998	86,2839	43,9152	55,6924	85	48	1701,4978
1806500	2508,495	30,359	957,1936	7,4038	501,3	48,1	47,0907	15,5047	0	2	9	43,7	85,6	115029	75,3051	41,1712	48,6345	85	48	1702,4998
1807000	2508,995	30,359	957,1935	7,3751	501,9998	48,2	47,0907	15,5048	0	2	7,0005	43,7	83,4005	115029,9998	74,1261	41,5625	47,8486	85	48	1693,0023
1807500	2509,495	30,383	956,9535	7,375	502	48,2	47,0907	15,5048	0	2	7	43,7	83,4	115030	74,5179	41,5626	48,2405	85,9998	48	1692,5001
1808000	2509,995	30,359	956,9535	7,4038	502,4999	48,4999	47,0907	15,505	0	2	7,9998	43,7	81,6004	115030,9998	74,9101	41,5626	48,2406	86	48	1695,9991
1808500	2510,495	30,527	957,1935	7,3751	502,5	48,5	47,0907	15,505	0	2	8	43,7	81,6	115031	74,126	41,5626	48,2406	86	48	1701,9985
1809000	2510,995	30,503	956,9535	7,375	502,8999	48,4	47,0907	15,5052	0	2	8,9998	43,7	81,9999	115031,9998	72,5574	41,5626	46,6722	86	48,9998	1725,4943
1809500	2511,495	30,503	956,9535	7,375	502,9	48,4	47,0907	15,5052	0	2	9	43,7	82	115032	61,9702	38,0346	38,4376	86	49,9998	1741,4961
1810000	2511,995	30,503	956,9535	7,375	502,9	48,4	47,0907	15,5054	0	2	9	43,7	82	115032,9998	58,4387	38,4257	37,6514	86	50	1770,4929
1810500	2512,495	30,503	956,9535	7,4038	502,9	49,8996	47,0907	15,5054	0	2	9	43,7	82,5999	115033	58,8299	38,4258	38,0433	86	50,9998	1787,9957
1811000	2512,995	30,527	956,7135	7,3463	502,7001	49,9	47,0907	15,5056	0	2	9	43,7	82,6	115033,9998	58,83	38,4258	37,6513	86	51	1791,999
1811500	2513,495	30,503	956,9534	7,3462	502,7	51,2997	47,0907	15,5056	0	2	9	43,7	84,5995	115034	61,9668	39,2098	39,2196	86	51,9998	1817,9937
1812000	2513,995	30,503	956,9535	7,4038	502,7	51,3	47,0908	15,5057	0	2	9	43,7	84,6	115034,9998	60,0071	39,21	39,6121	86	52,9998	1851,4918
1812500	2514,495	30,503	956,9535	7,3463	502,7	51,6999	47,0908	15,5057	0	2	9	43,7	87,0994	115035	43,1461	34,898	27,8491	86	53	1861,4976
1813000	2514,995	30,599	956,7135	7,3175	502,7	53,4996	47,0908	15,5059	0	2	7,0005	43,7	89,0995	115035,9998	43,142	35,2889	27,4541	86	53,9998	1882,9948
1813500	2515,495	30,599	956,9534	7,3462	502,7	53,5	47,0908	15,5059	0	2	7	43,7	89,1	115036	43,142	35,289	27,454	86	54	1894,4972
1814000	2515,995	30,623	956,9535	7,3462	502,7	53,8999	47,0908	15,5061	0	2	7,9998	43,7	90,8996	115036,9998	43,142	35,289	27,454	86	54	1901,9982
